transaction_id,complaint_id,account_id,amount,timestamp,hour,day_of_week,transaction_type,sender_account,receiver_account,previous_withdrawal_location,distance_from_previous_location,withdrawal_frequency,average_withdrawal_amount,account_age_days,transaction_velocity,linked_accounts,device_count,location_id,latitude,longitude,historical_location_frequency,time_since_last_withdrawal,is_hotspot_location,risk_label
TXN100270,CMP-1270,ACC00067,12767.16,2025-06-20T23:00:00,23,4,Wallet,ACC00426,ACC00067,ATM-KAN-059,381.4,2,5181.08,1,3.15,60,8,ATM-DEL-011,28.539072,77.16089,15,4.93,True,HIGH
TXN100271,CMP-1271,ACC00072,24434.49,2025-02-26T08:00:00,8,2,Wallet,ACC00167,ACC00072,ATM-MUM-048,6.31,7,7657.99,4,3.65,69,3,ATM-MUM-009,19.0515,72.802542,14,54.27,True,HIGH
TXN100272,CMP-1272,ACC00098,6703.79,2025-08-23T05:00:00,5,5,Card,ACC00490,ACC00098,ATM-HYD-081,1020.51,1,1436.61,64,1.96,57,3,ATM-KAN-012,26.434085,80.434563,18,38.43,True,MEDIUM
TXN100273,CMP-1273,ACC00007,3238.08,2025-08-16T00:00:00,0,5,IMPS,ACC00234,ACC00007,ATM-DEL-033,424.96,2,2358.9,36,4.72,56,8,ATM-LUC-005,26.67411,81.115368,14,25.06,True,LOW
TXN100274,CMP-1274,ACC00098,1724.97,2025-04-09T05:00:00,5,2,RTGS,ACC00421,ACC00098,ATM-KAN-007,24.21,2,1273.81,69,4.08,57,2,ATM-KAN-012,26.434085,80.434563,16,55.35,True,LOW
TXN100275,CMP-1275,ACC00010,3244.07,2025-04-18T19:00:00,19,4,NEFT,ACC00242,ACC00010,ATM-DEL-010,870.92,4,3860.64,32,4.5,64,6,ATM-PAT-008,25.523627,85.146512,16,9.07,True,LOW
TXN100276,CMP-1276,ACC00097,8910.24,2025-04-20T00:00:00,0,6,Card,ACC00300,ACC00097,ATM-MUM-032,1138.25,2,4051.54,62,1.91,72,7,ATM-DEL-002,28.490067,77.085158,10,29.56,True,MEDIUM
TXN100278,CMP-1278,ACC00007,2091.99,2025-06-13T12:00:00,12,4,IMPS,ACC00332,ACC00007,ATM-MUM-060,1174.19,3,2542.97,39,8.61,54,7,ATM-LUC-005,26.67411,81.115368,16,41.11,True,MEDIUM
TXN100279,CMP-1279,ACC00001,4307.62,2025-02-26T02:00:00,2,2,RTGS,ACC00462,ACC00001,ATM-PAT-031,849.81,4,2372.94,168,6.84,77,6,ATM-DEL-002,28.490067,77.085158,9,32.83,True,LOW
TXN100280,CMP-1280,ACC00095,12246.05,2025-01-12T13:00:00,13,6,UPI,ACC00185,ACC00095,ATM-DEL-054,381.17,3,6765.42,27,6.22,63,6,ATM-KAN-014,26.483169,80.168622,21,41.58,True,HIGH
TXN100282,CMP-1282,ACC00073,3318.23,2025-01-17T21:00:00,21,4,Wallet,ACC00234,ACC00073,ATM-JAI-045,921.92,2,3778.87,69,8.6,68,7,ATM-PAT-006,25.713779,85.034042,20,48.94,True,MEDIUM
TXN100283,CMP-1283,ACC00072,9091.32,2025-03-30T23:00:00,23,6,RTGS,ACC00128,ACC00072,ATM-JAI-066,909.55,7,7997.25,9,4.71,69,3,ATM-MUM-009,19.0515,72.802542,14,18.99,True,MEDIUM
TXN100284,CMP-1284,ACC00014,821.71,2025-08-06T06:00:00,6,2,Wallet,ACC00393,ACC00014,ATM-DEL-094,449.63,2,2660.9,32,5.59,87,8,ATM-LUC-005,26.67411,81.115368,14,3.46,True,LOW
TXN100285,CMP-1285,ACC00060,1275.98,2025-07-25T13:00:00,13,4,NEFT,ACC00106,ACC00060,ATM-PAT-076,1587.94,2,3080.2,98,6.41,79,7,ATM-BEN-001,13.055118,77.630117,7,28.95,True,MEDIUM
TXN100286,CMP-1286,ACC00091,6001.38,2025-02-27T11:00:00,11,3,RTGS,ACC00383,ACC00091,ATM-DEL-041,10.76,5,2781.97,60,4.87,58,7,ATM-DEL-011,28.539072,77.16089,16,46.3,True,MEDIUM
TXN100287,CMP-1287,ACC00092,1433.01,2025-01-09T20:00:00,20,3,IMPS,ACC00227,ACC00092,ATM-BEN-055,1521.64,2,2495.21,12,2.15,75,5,ATM-KAN-007,26.335357,80.217926,10,57.26,True,LOW
TXN100288,CMP-1288,ACC00006,23751.17,2025-03-30T03:00:00,3,6,RTGS,ACC00161,ACC00006,ATM-BEN-062,1537.45,1,5700.91,65,4.26,69,8,ATM-KAN-014,26.483169,80.168622,21,25.27,True,HIGH
TXN100290,CMP-1290,ACC00047,1834.27,2025-07-24T23:00:00,23,3,Wallet,ACC00383,ACC00047,ATM-MUM-021,1447.28,1,6824.2,53,4.35,67,8,ATM-PAT-008,25.523627,85.146512,16,61.98,True,LOW
TXN100291,CMP-1291,ACC00063,2475.09,2025-05-03T23:00:00,23,5,NEFT,ACC00337,ACC00063,ATM-LUC-043,417.68,2,2085.99,5,3.52,74,3,ATM-DEL-011,28.539072,77.16089,14,59.27,True,LOW
TXN100292,CMP-1292,ACC00052,5523.66,2025-08-20T00:00:00,0,2,Card,ACC00177,ACC00052,ATM-PAT-073,1463.47,5,3458.07,44,4.19,57,6,ATM-MUM-009,19.0515,72.802542,15,13.53,True,LOW
TXN100293,CMP-1293,ACC00084,313.57,2025-08-24T05:00:00,5,6,RTGS,ACC00271,ACC00084,ATM-PAT-076,872.52,3,2676.74,52,6.32,70,6,ATM-DEL-010,28.654167,77.079218,17,58.4,True,LOW
TXN100295,CMP-1295,ACC00029,17587.03,2025-05-04T14:00:00,14,6,Card,ACC00147,ACC00029,ATM-KAN-026,375.51,2,3904.39,40,3.88,46,6,ATM-DEL-000,28.568734,77.371257,14,3.42,True,HIGH
TXN100297,CMP-1297,ACC00007,2859.53,2025-05-01T10:00:00,10,3,Card,ACC00138,ACC00007,ATM-DEL-002,445.54,3,2457.67,38,6.81,56,7,ATM-LUC-005,26.67411,81.115368,14,46.42,True,LOW
TXN100299,CMP-1299,ACC00025,6093.1,2025-08-01T12:00:00,12,4,UPI,ACC00239,ACC00025,ATM-JAI-080,432.66,3,2880.47,186,5.53,68,6,ATM-KAN-014,26.483169,80.168622,22,47.08,True,MEDIUM
TXN100300,CMP-1300,ACC00059,4580.31,2025-01-08T16:00:00,16,2,IMPS,ACC00154,ACC00059,ATM-MUM-075,1188.47,2,3699.03,69,3.84,58,6,ATM-LUC-005,26.67411,81.115368,15,29.58,True,LOW
TXN100301,CMP-1301,ACC00039,25049.89,2025-08-30T03:00:00,3,5,RTGS,ACC00494,ACC00039,ATM-KAN-093,76.89,4,2780.38,91,6.8,69,4,ATM-LUC-005,26.67411,81.115368,14,52.88,True,HIGH
TXN100302,CMP-1302,ACC00090,12402.36,2025-08-18T16:00:00,16,0,UPI,ACC00451,ACC00090,ATM-LUC-040,98.41,5,8533.52,143,4.27,78,2,ATM-KAN-014,26.483169,80.168622,21,65.25,True,MEDIUM
TXN100303,CMP-1303,ACC00031,11989.35,2025-03-19T17:00:00,17,2,Wallet,ACC00175,ACC00031,ATM-KAN-029,389.68,2,2438.48,117,2.04,52,7,ATM-DEL-013,28.505783,77.214124,16,30.77,True,HIGH
TXN100304,CMP-1304,ACC00022,12094.35,2025-01-11T20:00:00,20,5,NEFT,ACC00446,ACC00022,ATM-KAN-030,399.97,1,4148.04,52,6.48,77,6,ATM-DEL-010,28.654167,77.079218,17,70.85,True,MEDIUM
TXN100305,CMP-1305,ACC00017,6079.85,2025-07-28T15:00:00,15,0,UPI,ACC00148,ACC00017,ATM-DEL-094,1749.34,3,5852.25,127,3.18,69,5,ATM-BEN-055,12.895911,77.47264,2,26.14,False,LOW
TXN100306,CMP-1306,ACC00047,779.08,2025-05-23T21:00:00,21,4,Wallet,ACC00201,ACC00047,ATM-JAI-045,936.69,2,7288.58,69,5.8,65,8,ATM-PAT-008,25.523627,85.146512,16,41.4,True,LOW
TXN100307,CMP-1307,ACC00008,21230.65,2025-07-14T09:00:00,9,0,RTGS,ACC00138,ACC00008,ATM-BEN-079,1755.41,3,3917.35,20,4.87,73,2,ATM-DEL-010,28.654167,77.079218,18,45.57,True,CRITICAL
TXN100308,CMP-1308,ACC00059,1401.28,2025-08-19T14:00:00,14,1,UPI,ACC00269,ACC00059,ATM-HYD-091,1231.16,2,3921.41,54,5.97,57,7,ATM-DEL-054,28.516267,77.056713,1,35.27,False,LOW
TXN100309,CMP-1309,ACC00087,8077.16,2025-01-31T03:00:00,3,4,NEFT,ACC00354,ACC00087,ATM-JAI-027,916.49,2,1174.57,56,4.61,70,7,ATM-PAT-006,25.713779,85.034042,19,52.04,True,LOW
TXN100310,CMP-1310,ACC00019,9087.42,2025-07-12T12:00:00,12,5,Card,ACC00240,ACC00019,ATM-KAN-059,77.02,1,4367.49,38,3.54,65,6,ATM-LUC-005,26.67411,81.115368,16,29.39,True,MEDIUM
TXN100311,CMP-1311,ACC00052,4004.87,2025-05-19T10:00:00,10,0,NEFT,ACC00431,ACC00052,ATM-BEN-062,855.08,5,3385.9,56,4.5,57,7,ATM-MUM-009,19.0515,72.802542,15,21.12,True,LOW
TXN100312,CMP-1312,ACC00053,4055.78,2025-08-25T19:00:00,19,0,UPI,ACC00243,ACC00053,ATM-MUM-021,1129.97,2,1434.27,109,5.08,81,3,ATM-KAN-012,26.434085,80.434563,16,66.3,True,LOW
TXN100313,CMP-1313,ACC00045,15564.32,2025-08-01T01:00:00,1,4,NEFT,ACC00295,ACC00045,ATM-PAT-064,484.08,2,7315.99,41,6.92,69,3,ATM-KAN-012,26.434085,80.434563,17,46.06,True,HIGH
TXN100314,CMP-1314,ACC00003,16811.48,2025-04-16T01:00:00,1,2,RTGS,ACC00298,ACC00003,ATM-MUM-021,1166.41,2,6622.43,59,6.36,76,9,ATM-DEL-004,28.650301,77.283906,10,37.52,True,HIGH
TXN100315,CMP-1315,ACC00060,1768.92,2025-06-03T05:00:00,5,1,RTGS,ACC00129,ACC00060,ATM-PAT-039,1588.39,1,2723.4,112,6.03,81,5,ATM-BEN-001,13.055118,77.630117,7,43.13,True,LOW
TXN100316,CMP-1316,ACC00030,4509.32,2025-05-31T18:00:00,18,5,Wallet,ACC00151,ACC00030,ATM-DEL-013,6.38,1,5322.86,47,3.35,63,6,ATM-DEL-011,28.539072,77.16089,16,58.17,True,LOW
TXN100318,CMP-1318,ACC00089,4146.78,2025-01-12T18:00:00,18,6,NEFT,ACC00402,ACC00089,ATM-BEN-016,1525.21,4,3369.55,35,5.81,64,5,ATM-KAN-007,26.335357,80.217926,11,63.88,True,MEDIUM
TXN100320,CMP-1320,ACC00077,18851.27,2025-01-27T20:00:00,20,0,UPI,ACC00146,ACC00077,ATM-LUC-037,103.62,5,4529.53,19,6.07,62,5,ATM-KAN-007,26.335357,80.217926,12,64.99,True,HIGH
TXN100322,CMP-1322,ACC00018,703.43,2025-02-05T02:00:00,2,2,RTGS,ACC00265,ACC00018,ATM-KAN-077,355.77,5,2399.41,30,4.33,75,6,ATM-DEL-000,28.568734,77.371257,13,60.59,True,LOW
TXN100323,CMP-1323,ACC00084,1471.83,2025-03-23T03:00:00,3,6,NEFT,ACC00137,ACC00084,ATM-KAN-051,408.44,2,3242.73,48,3.49,70,5,ATM-DEL-010,28.654167,77.079218,16,25.98,True,LOW
TXN100324,CMP-1324,ACC00020,2915.36,2025-08-06T08:00:00,8,2,NEFT,ACC00265,ACC00020,ATM-BEN-020,1541.17,4,3241.25,71,2.92,61,3,ATM-KAN-014,26.483169,80.168622,21,49.42,True,LOW
TXN100325,CMP-1325,ACC00090,1904.06,2025-04-26T23:00:00,23,5,Card,ACC00432,ACC00090,ATM-MUM-060,1092.56,5,7420.03,163,3.48,78,2,ATM-KAN-014,26.483169,80.168622,21,60.14,True,LOW
TXN100326,CMP-1326,ACC00022,88984.45,2025-06-07T03:00:00,3,5,UPI,ACC00440,ACC00022,ATM-MUM-042,5.01,2,3733.96,41,5.52,78,7,ATM-MUM-009,19.0515,72.802542,16,4.83,True,MEDIUM
TXN100327,CMP-1327,ACC00089,3051.58,2025-02-13T05:00:00,5,3,RTGS,ACC00473,ACC00089,ATM-DEL-053,14.48,4,2917.64,36,3.13,62,4,ATM-DEL-011,28.539072,77.16089,15,62.11,True,MEDIUM
TXN100328,CMP-1328,ACC00078,5082.43,2025-08-03T17:00:00,17,6,NEFT,ACC00193,ACC00078,ATM-MUM-099,1107.67,0,5388.28,98,6.13,67,2,ATM-KAN-012,26.434085,80.434563,16,65.29,True,LOW
TXN100329,CMP-1329,ACC00009,5930.8,2025-06-26T05:00:00,5,3,Card,ACC00172,ACC00009,ATM-PAT-028,856.6,1,5171.15,9,5.71,61,8,ATM-DEL-002,28.490067,77.085158,10,55.34,True,MEDIUM
TXN100330,CMP-1330,ACC00093,2768.08,2025-02-12T13:00:00,13,2,RTGS,ACC00462,ACC00093,ATM-LUC-071,406.31,2,2383.01,1,3.74,66,4,ATM-DEL-004,28.650301,77.283906,12,50.12,True,MEDIUM
TXN100331,CMP-1331,ACC00008,1550.95,2025-07-23T17:00:00,17,2,RTGS,ACC00207,ACC00008,ATM-KAN-093,76.89,3,3141.89,16,4.44,72,4,ATM-LUC-005,26.67411,81.115368,16,55.22,True,LOW
TXN100332,CMP-1332,ACC00093,2291.0,2025-07-26T11:00:00,11,5,IMPS,ACC00124,ACC00093,ATM-MUM-009,1465.15,1,2250.09,13,3.66,65,5,ATM-PAT-003,25.43501,85.269423,21,43.28,True,MEDIUM
TXN100333,CMP-1333,ACC00048,30665.22,2025-08-10T17:00:00,17,6,RTGS,ACC00293,ACC00048,ATM-MUM-042,1159.45,3,1504.69,99,5.91,68,7,ATM-DEL-000,28.568734,77.371257,15,22.54,True,CRITICAL
TXN100334,CMP-1334,ACC00004,2329.99,2025-04-02T11:00:00,11,2,Card,ACC00183,ACC00004,ATM-LUC-037,1581.93,2,2428.49,162,6.25,61,2,ATM-BEN-001,13.055118,77.630117,6,52.25,True,LOW
TXN100335,CMP-1335,ACC00048,5017.36,2025-06-26T11:00:00,11,3,RTGS,ACC00137,ACC00048,ATM-MUM-075,1138.7,2,1478.73,89,7.73,70,5,ATM-DEL-000,28.568734,77.371257,15,31.89,True,MEDIUM
TXN100336,CMP-1336,ACC00078,591.53,2025-01-25T18:00:00,18,5,Card,ACC00273,ACC00078,ATM-BEN-084,1528.5,1,4956.33,95,6.19,67,4,ATM-KAN-007,26.335357,80.217926,11,54.11,True,LOW
TXN100338,CMP-1338,ACC00092,22003.16,2025-06-07T22:00:00,22,5,IMPS,ACC00309,ACC00092,ATM-MUM-021,1129.97,1,2275.39,18,5.45,75,5,ATM-KAN-012,26.434085,80.434563,16,21.92,True,HIGH
TXN100339,CMP-1339,ACC00006,50080.64,2025-08-21T10:00:00,10,3,RTGS,ACC00252,ACC00006,ATM-KAN-096,1142.38,0,4969.8,50,4.07,67,8,ATM-MUM-009,19.0515,72.802542,15,16.08,True,MEDIUM
TXN100340,CMP-1340,ACC00054,5880.32,2025-06-03T19:00:00,19,1,Wallet,ACC00127,ACC00054,ATM-DEL-035,1159.36,2,3930.57,3,4.2,60,6,ATM-MUM-009,19.0515,72.802542,15,21.32,True,LOW
TXN100341,CMP-1341,ACC00021,1071.58,2025-01-16T00:00:00,0,3,NEFT,ACC00149,ACC00021,ATM-DEL-054,882.74,3,3096.08,13,4.25,67,7,ATM-PAT-003,25.43501,85.269423,22,71.1,True,MEDIUM
TXN100342,CMP-1342,ACC00060,13016.91,2025-03-04T07:00:00,7,1,Card,ACC00257,ACC00060,ATM-BEN-079,1606.96,2,3092.41,110,6.12,79,6,ATM-PAT-003,25.43501,85.269423,23,7.8,True,HIGH
TXN100343,CMP-1343,ACC00048,5360.97,2025-08-30T00:00:00,0,5,Wallet,ACC00194,ACC00048,ATM-DEL-086,26.04,2,1687.2,97,5.57,69,6,ATM-DEL-000,28.568734,77.371257,13,6.12,True,MEDIUM
TXN100344,CMP-1344,ACC00028,2748.73,2025-06-14T15:00:00,15,5,UPI,ACC00325,ACC00028,ATM-MUM-078,1123.8,3,4578.92,183,4.15,57,6,ATM-DEL-072,28.536443,77.042279,1,59.58,False,MEDIUM
TXN100345,CMP-1345,ACC00012,4289.39,2025-07-10T12:00:00,12,3,RTGS,ACC00485,ACC00012,ATM-PAT-028,1580.56,4,3194.9,85,5.15,78,3,ATM-BEN-001,13.055118,77.630117,7,69.49,True,LOW
TXN100346,CMP-1346,ACC00070,8212.38,2025-06-14T01:00:00,1,5,UPI,ACC00487,ACC00070,ATM-MUM-034,1156.74,2,3848.32,16,2.83,60,3,ATM-DEL-010,28.654167,77.079218,16,69.96,True,MEDIUM
TXN100347,CMP-1347,ACC00060,3847.6,2025-08-18T16:00:00,16,0,Wallet,ACC00374,ACC00060,ATM-KAN-007,1501.19,2,3054.4,114,5.5,80,6,ATM-BEN-001,13.055118,77.630117,8,42.56,True,LOW
TXN100348,CMP-1348,ACC00091,8244.94,2025-07-08T06:00:00,6,1,NEFT,ACC00140,ACC00091,ATM-DEL-011,0.0,4,3262.82,44,6.56,58,7,ATM-DEL-011,28.539072,77.16089,16,1.88,True,LOW
TXN100350,CMP-1350,ACC00010,1362.93,2025-08-07T05:00:00,5,3,IMPS,ACC00164,ACC00010,ATM-DEL-010,870.92,3,4121.27,20,7.65,64,6,ATM-PAT-008,25.523627,85.146512,17,13.36,True,LOW
TXN100351,CMP-1351,ACC00093,7856.88,2025-07-04T16:00:00,16,4,Wallet,ACC00404,ACC00093,ATM-DEL-053,863.2,1,2931.33,9,7.01,64,5,ATM-PAT-003,25.43501,85.269423,22,48.4,True,LOW
TXN100352,CMP-1352,ACC00041,2933.05,2025-04-15T07:00:00,7,1,IMPS,ACC00384,ACC00041,ATM-LUC-040,104.85,3,1927.97,26,3.61,66,7,ATM-KAN-007,26.335357,80.217926,11,30.09,True,LOW
TXN100353,CMP-1353,ACC00066,5939.22,2025-01-06T13:00:00,13,0,UPI,ACC00458,ACC00066,ATM-LUC-043,442.52,1,3983.94,38,4.76,61,4,ATM-PAT-008,25.523627,85.146512,15,8.41,True,MEDIUM
TXN100354,CMP-1354,ACC00074,3142.87,2025-02-27T00:00:00,0,3,RTGS,ACC00175,ACC00074,ATM-LUC-025,412.07,1,4887.02,68,5.62,50,8,ATM-DEL-004,28.650301,77.283906,10,8.36,True,LOW
TXN100356,CMP-1356,ACC00004,46975.56,2025-04-29T19:00:00,19,1,RTGS,ACC00392,ACC00004,ATM-MUM-048,844.79,2,2443.36,160,5.85,63,3,ATM-BEN-061,12.906081,77.454219,2,61.01,False,HIGH
TXN100357,CMP-1357,ACC00042,2113.95,2025-05-17T11:00:00,11,5,Wallet,ACC00119,ACC00042,ATM-BEN-020,1759.76,1,4738.32,42,3.46,79,3,ATM-DEL-010,28.654167,77.079218,16,55.02,True,LOW
TXN100360,CMP-1360,ACC00041,10694.65,2025-03-12T09:00:00,9,2,NEFT,ACC00480,ACC00041,ATM-MUM-009,1465.15,3,1757.1,17,7.06,66,7,ATM-PAT-003,25.43501,85.269423,23,18.07,True,CRITICAL
TXN100361,CMP-1361,ACC00052,1696.33,2025-06-04T21:00:00,21,2,RTGS,ACC00196,ACC00052,ATM-BEN-055,847.01,5,2782.42,67,5.21,59,8,ATM-MUM-009,19.0515,72.802542,15,0.97,True,MEDIUM
TXN100362,CMP-1362,ACC00008,4078.99,2025-03-30T22:00:00,22,6,UPI,ACC00363,ACC00008,ATM-MUM-034,1156.74,3,4001.14,2,3.16,72,4,ATM-DEL-010,28.654167,77.079218,17,35.16,True,LOW
TXN100364,CMP-1364,ACC00006,9543.49,2025-09-03T10:00:00,10,2,UPI,ACC00227,ACC00006,ATM-KAN-018,369.33,0,4331.68,60,3.76,68,9,ATM-DEL-000,28.568734,77.371257,15,10.84,True,LOW
TXN100365,CMP-1365,ACC00081,5357.13,2025-06-25T02:00:00,2,2,IMPS,ACC00337,ACC00081,ATM-PAT-031,856.6,4,4547.73,28,3.43,73,7,ATM-DEL-010,28.654167,77.079218,16,14.03,True,LOW
TXN100366,CMP-1366,ACC00022,1945.67,2025-08-30T20:00:00,20,5,UPI,ACC00350,ACC00022,ATM-HYD-052,1244.04,1,3422.52,44,4.73,77,6,ATM-DEL-010,28.654167,77.079218,17,20.61,True,LOW
TXN100367,CMP-1367,ACC00033,2596.89,2025-03-08T21:00:00,21,5,Card,ACC00276,ACC00033,ATM-PAT-076,853.88,1,5251.49,17,6.21,59,3,ATM-DEL-004,28.650301,77.283906,12,57.05,True,LOW
TXN100368,CMP-1368,ACC00073,57829.14,2025-02-03T16:00:00,16,0,Card,ACC00297,ACC00073,ATM-JAI-024,942.4,3,3103.84,60,6.84,66,6,ATM-PAT-006,25.713779,85.034042,20,42.65,True,HIGH
TXN100369,CMP-1369,ACC00083,341.13,2025-09-17T02:00:00,2,2,RTGS,ACC00446,ACC00083,ATM-MUM-022,828.71,3,2456.52,1,2.84,62,5,ATM-BEN-001,13.055118,77.630117,6,48.4,True,LOW
TXN100371,CMP-1371,ACC00039,3586.63,2025-07-20T00:00:00,0,6,Wallet,ACC00411,ACC00039,ATM-HYD-044,1052.98,4,2661.39,94,2.13,69,3,ATM-LUC-005,26.67411,81.115368,15,11.37,True,LOW
TXN100372,CMP-1372,ACC00027,1969.85,2025-05-24T09:00:00,9,5,IMPS,ACC00278,ACC00027,ATM-BEN-084,1616.44,3,3981.97,37,4.27,65,3,ATM-PAT-003,25.43501,85.269423,23,33.29,True,MEDIUM
TXN100373,CMP-1373,ACC00065,17402.44,2025-08-15T17:00:00,17,4,NEFT,ACC00399,ACC00065,ATM-LUC-005,454.35,3,12645.23,9,3.24,57,5,ATM-DEL-010,28.654167,77.079218,18,62.33,True,HIGH
TXN100374,CMP-1374,ACC00061,10302.84,2025-07-16T00:00:00,0,2,UPI,ACC00252,ACC00061,ATM-MUM-078,20.23,1,1251.22,23,6.25,61,6,ATM-MUM-009,19.0515,72.802542,16,69.04,True,HIGH
TXN100375,CMP-1375,ACC00091,3368.58,2025-02-02T17:00:00,17,6,UPI,ACC00241,ACC00091,ATM-MUM-049,1161.74,4,2735.09,34,4.58,58,6,ATM-DEL-011,28.539072,77.16089,14,44.71,True,MEDIUM
TXN100376,CMP-1376,ACC00007,5568.14,2025-05-31T02:00:00,2,5,RTGS,ACC00364,ACC00007,ATM-DEL-094,425.77,3,2791.67,35,4.8,56,7,ATM-LUC-025,27.01575,81.045248,2,26.44,False,LOW
TXN100377,CMP-1377,ACC00003,1775.08,2025-08-03T18:00:00,18,6,NEFT,ACC00448,ACC00003,ATM-PAT-064,857.03,3,6029.11,55,3.7,77,8,ATM-DEL-004,28.650301,77.283906,11,71.19,True,LOW
TXN100378,CMP-1378,ACC00004,5967.81,2025-06-28T05:00:00,5,5,Wallet,ACC00307,ACC00004,ATM-DEL-011,1722.42,3,2923.07,169,4.99,61,3,ATM-BEN-001,13.055118,77.630117,7,52.62,True,LOW
TXN100379,CMP-1379,ACC00087,10147.01,2025-01-09T17:00:00,17,3,Card,ACC00471,ACC00087,ATM-PAT-031,826.58,2,1334.04,64,2.71,70,7,ATM-DEL-000,28.568734,77.371257,13,33.93,True,HIGH
TXN100380,CMP-1380,ACC00021,23226.85,2025-03-11T17:00:00,17,1,UPI,ACC00359,ACC00021,ATM-BEN-055,1615.82,4,3350.38,30,4.92,67,7,ATM-PAT-003,25.43501,85.269423,23,15.89,True,HIGH
TXN100381,CMP-1381,ACC00094,3022.49,2025-04-29T06:00:00,6,1,UPI,ACC00149,ACC00094,ATM-DEL-086,5.03,3,3393.85,98,5.29,76,7,ATM-DEL-010,28.654167,77.079218,16,39.95,True,LOW
TXN100382,CMP-1382,ACC00045,3980.34,2025-08-11T13:00:00,13,0,UPI,ACC00435,ACC00045,ATM-LUC-025,88.67,3,5943.35,52,3.38,69,3,ATM-KAN-012,26.434085,80.434563,18,23.64,True,LOW
TXN100383,CMP-1383,ACC00037,616.09,2025-04-06T04:00:00,4,6,Wallet,ACC00290,ACC00037,ATM-DEL-070,887.99,4,4916.85,27,2.64,52,4,ATM-PAT-003,25.43501,85.269423,22,61.16,True,LOW
TXN100384,CMP-1384,ACC00079,9814.22,2025-03-30T17:00:00,17,6,RTGS,ACC00424,ACC00079,ATM-BEN-020,1617.47,3,2395.97,30,4.06,66,5,ATM-PAT-008,25.523627,85.146512,16,2.34,True,LOW
TXN100385,CMP-1385,ACC00038,9415.61,2025-05-29T13:00:00,13,3,IMPS,ACC00448,ACC00038,ATM-BEN-074,1752.34,1,4273.94,28,4.31,74,4,ATM-DEL-000,28.568734,77.371257,14,28.71,True,MEDIUM
TXN100386,CMP-1386,ACC00072,19695.14,2025-08-17T16:00:00,16,6,RTGS,ACC00275,ACC00072,ATM-DEL-092,379.73,6,7428.56,1,2.68,68,3,ATM-KAN-007,26.335357,80.217926,12,30.51,True,HIGH
TXN100387,CMP-1387,ACC00010,2924.72,2025-06-07T06:00:00,6,5,Card,ACC00466,ACC00010,ATM-JAI-058,457.8,4,4093.04,37,3.71,66,6,ATM-KAN-007,26.335357,80.217926,12,7.16,True,LOW
TXN100388,CMP-1388,ACC00026,5797.3,2025-08-22T17:00:00,17,4,NEFT,ACC00102,ACC00026,ATM-DEL-053,11.96,2,5987.09,17,2.73,66,9,ATM-DEL-013,28.505783,77.214124,15,25.19,True,MEDIUM
TXN100389,CMP-1389,ACC00099,12506.38,2025-05-04T01:00:00,1,6,NEFT,ACC00350,ACC00099,ATM-MUM-048,1104.42,3,5831.77,198,3.81,70,4,ATM-KAN-007,26.335357,80.217926,11,14.68,True,CRITICAL
TXN100390,CMP-1390,ACC00061,50974.42,2025-09-15T05:00:00,5,0,NEFT,ACC00306,ACC00061,ATM-JAI-038,931.06,2,1251.31,28,2.19,61,5,ATM-MUM-009,19.0515,72.802542,16,28.55,True,HIGH
TXN100391,CMP-1391,ACC00001,2349.79,2025-06-17T13:00:00,13,1,IMPS,ACC00474,ACC00001,ATM-KAN-007,515.13,4,2537.58,162,6.88,77,5,ATM-PAT-003,25.43501,85.269423,22,29.26,True,MEDIUM
TXN100392,CMP-1392,ACC00093,1406.9,2025-07-08T14:00:00,14,1,UPI,ACC00446,ACC00093,ATM-PAT-064,13.01,1,2465.64,1,1.48,66,4,ATM-PAT-003,25.43501,85.269423,22,9.07,True,LOW
TXN100393,CMP-1393,ACC00075,16901.38,2025-09-13T12:00:00,12,5,NEFT,ACC00152,ACC00075,ATM-MUM-089,1459.79,1,4706.03,81,7.28,50,6,ATM-PAT-003,25.43501,85.269423,21,10.74,True,HIGH
TXN100394,CMP-1394,ACC00066,6844.15,2025-09-04T08:00:00,8,3,RTGS,ACC00248,ACC00066,ATM-KAN-098,65.63,1,3297.17,38,2.05,59,3,ATM-LUC-005,26.67411,81.115368,15,32.51,True,MEDIUM
TXN100396,CMP-1396,ACC00093,4399.24,2025-05-10T05:00:00,5,5,IMPS,ACC00109,ACC00093,ATM-PAT-006,1606.53,2,2794.55,3,3.39,65,6,ATM-BEN-001,13.055118,77.630117,6,60.69,True,LOW
TXN100397,CMP-1397,ACC00015,8112.66,2025-03-20T18:00:00,18,3,Wallet,ACC00401,ACC00015,ATM-KAN-026,384.42,1,9512.6,22,3.1,70,8,ATM-DEL-013,28.505783,77.214124,15,28.43,True,LOW
TXN100398,CMP-1398,ACC00006,1166.39,2025-09-08T14:00:00,14,0,IMPS,ACC00494,ACC00006,ATM-KAN-026,375.51,0,5658.24,59,6.73,69,8,ATM-DEL-000,28.568734,77.371257,13,6.05,True,LOW
TXN100399,CMP-1399,ACC00006,4612.99,2025-04-30T13:00:00,13,2,RTGS,ACC00434,ACC00006,ATM-BEN-079,1609.11,1,5669.91,49,3.82,67,7,ATM-PAT-008,25.523627,85.146512,16,33.26,True,MEDIUM
