complaint_id,date,complaint_type,reported_amount,victim_account,suspected_account,transaction_id,channel,city,state,status,risk_score,risk_label
CMP-1344,2025-06-14T15:00:00,Credit Card Fraud,2748.73,ACC00325,ACC00028,TXN100344,UPI,Kanpur,Uttar Pradesh,Escalated,47,MEDIUM
CMP-1345,2025-07-10T12:00:00,SIM Swap Fraud,4289.39,ACC00485,ACC00012,TXN100345,Wallet,Mumbai,Maharashtra,Open,30,LOW
CMP-1346,2025-06-14T01:00:00,Job Fraud,8212.38,ACC00487,ACC00070,TXN100346,Wallet,Patna,Bihar,Open,40,MEDIUM
CMP-1347,2025-08-18T16:00:00,Fake Investment App,3847.6,ACC00374,ACC00060,TXN100347,Card,Patna,Bihar,Under Investigation,24,LOW
CMP-1348,2025-07-08T06:00:00,Credit Card Fraud,8244.94,ACC00140,ACC00091,TXN100348,Wallet,Kanpur,Uttar Pradesh,Open,12,LOW
CMP-1349,2025-06-14T13:00:00,OTP Fraud,2236.11,ACC00161,ACC00329,TXN100349,IMPS,Mumbai,Maharashtra,Open,39,LOW
CMP-1350,2025-08-07T05:00:00,Job Fraud,1362.93,ACC00164,ACC00010,TXN100350,IMPS,Bengaluru,Karnataka,Closed,34,LOW
CMP-1351,2025-07-04T16:00:00,Phishing,7856.88,ACC00404,ACC00093,TXN100351,UPI,Mumbai,Maharashtra,Closed,30,LOW
CMP-1352,2025-04-15T07:00:00,Online Shopping Fraud,2933.05,ACC00384,ACC00041,TXN100352,Card,Patna,Bihar,Closed,26,LOW
CMP-1353,2025-01-06T13:00:00,Phishing,5939.22,ACC00458,ACC00066,TXN100353,Card,Lucknow,Uttar Pradesh,Escalated,49,MEDIUM
CMP-1354,2025-02-27T00:00:00,Phishing,3142.87,ACC00175,ACC00074,TXN100354,UPI,Mumbai,Maharashtra,Escalated,18,LOW
CMP-1355,2025-07-17T04:00:00,Loan App Harassment,10360.32,ACC00246,ACC00276,TXN100355,Card,Delhi,Delhi,Closed,39,LOW
CMP-1356,2025-04-29T19:00:00,Job Fraud,46975.56,ACC00392,ACC00004,TXN100356,IMPS,Hyderabad,Telangana,Open,84,HIGH
CMP-1357,2025-05-17T11:00:00,UPI Fraud,2113.95,ACC00119,ACC00042,TXN100357,RTGS,Patna,Bihar,Under Investigation,22,LOW
CMP-1358,2025-03-17T13:00:00,Loan App Harassment,2286.97,ACC00237,ACC00110,TXN100358,NEFT,Hyderabad,Telangana,Open,53,MEDIUM
CMP-1359,2025-02-11T21:00:00,Fake Investment App,9061.95,ACC00351,ACC00450,TXN100359,IMPS,Kanpur,Uttar Pradesh,Open,44,MEDIUM
CMP-1360,2025-03-12T09:00:00,Job Fraud,10694.65,ACC00480,ACC00041,TXN100360,Wallet,Kanpur,Uttar Pradesh,Open,86,CRITICAL
CMP-1361,2025-06-04T21:00:00,Online Shopping Fraud,1696.33,ACC00196,ACC00052,TXN100361,NEFT,Delhi,Delhi,Escalated,64,MEDIUM
CMP-1362,2025-03-30T22:00:00,Online Shopping Fraud,4078.99,ACC00363,ACC00008,TXN100362,Card,Lucknow,Uttar Pradesh,Open,36,LOW
CMP-1363,2025-05-27T20:00:00,Fake Investment App,12636.75,ACC00499,ACC00391,TXN100363,IMPS,Mumbai,Maharashtra,Open,36,LOW
CMP-1364,2025-09-03T10:00:00,Fake Investment App,9543.49,ACC00227,ACC00006,TXN100364,NEFT,Lucknow,Uttar Pradesh,Closed,32,LOW
CMP-1365,2025-06-25T02:00:00,UPI Fraud,5357.13,ACC00337,ACC00081,TXN100365,IMPS,Jaipur,Rajasthan,Closed,28,LOW
CMP-1366,2025-08-30T20:00:00,Romance Scam,1945.67,ACC00350,ACC00022,TXN100366,Wallet,Jaipur,Rajasthan,Closed,39,LOW
CMP-1367,2025-03-08T21:00:00,Phishing,2596.89,ACC00276,ACC00033,TXN100367,NEFT,Jaipur,Rajasthan,Escalated,25,LOW
CMP-1368,2025-02-03T16:00:00,Fake Investment App,57829.14,ACC00297,ACC00073,TXN100368,IMPS,Lucknow,Uttar Pradesh,Escalated,70,HIGH
CMP-1369,2025-09-17T02:00:00,UPI Fraud,341.13,ACC00446,ACC00083,TXN100369,RTGS,Bengaluru,Karnataka,Under Investigation,34,LOW
CMP-1370,2025-08-14T11:00:00,UPI Fraud,6747.58,ACC00342,ACC00431,TXN100370,IMPS,Lucknow,Uttar Pradesh,Open,24,LOW
CMP-1371,2025-07-20T00:00:00,Loan App Harassment,3586.63,ACC00411,ACC00039,TXN100371,Card,Kanpur,Uttar Pradesh,Escalated,38,LOW
CMP-1372,2025-05-24T09:00:00,Online Shopping Fraud,1969.85,ACC00278,ACC00027,TXN100372,Wallet,Patna,Bihar,Under Investigation,52,MEDIUM
CMP-1373,2025-08-15T17:00:00,SIM Swap Fraud,17402.44,ACC00399,ACC00065,TXN100373,Wallet,Patna,Bihar,Closed,81,HIGH
CMP-1374,2025-07-16T00:00:00,Loan App Harassment,10302.84,ACC00252,ACC00061,TXN100374,RTGS,Kanpur,Uttar Pradesh,Open,73,HIGH
CMP-1375,2025-02-02T17:00:00,Loan App Harassment,3368.58,ACC00241,ACC00091,TXN100375,IMPS,Jaipur,Rajasthan,Closed,58,MEDIUM
CMP-1376,2025-05-31T02:00:00,Credit Card Fraud,5568.14,ACC00364,ACC00007,TXN100376,Card,Mumbai,Maharashtra,Escalated,31,LOW
CMP-1377,2025-08-03T18:00:00,Loan App Harassment,1775.08,ACC00448,ACC00003,TXN100377,NEFT,Jaipur,Rajasthan,Under Investigation,36,LOW
CMP-1378,2025-06-28T05:00:00,Credit Card Fraud,5967.81,ACC00307,ACC00004,TXN100378,IMPS,Patna,Bihar,Under Investigation,35,LOW
CMP-1379,2025-01-09T17:00:00,Romance Scam,10147.01,ACC00471,ACC00087,TXN100379,RTGS,Jaipur,Rajasthan,Under Investigation,71,HIGH
CMP-1380,2025-03-11T17:00:00,Online Shopping Fraud,23226.85,ACC00359,ACC00021,TXN100380,IMPS,Jaipur,Rajasthan,Escalated,68,HIGH
CMP-1381,2025-04-29T06:00:00,Online Shopping Fraud,3022.49,ACC00149,ACC00094,TXN100381,IMPS,Kanpur,Uttar Pradesh,Open,30,LOW
CMP-1382,2025-08-11T13:00:00,Loan App Harassment,3980.34,ACC00435,ACC00045,TXN100382,Card,Jaipur,Rajasthan,Open,26,LOW
CMP-1383,2025-04-06T04:00:00,Phishing,616.09,ACC00290,ACC00037,TXN100383,Card,Jaipur,Rajasthan,Under Investigation,26,LOW
CMP-1384,2025-03-30T17:00:00,Fake Investment App,9814.22,ACC00424,ACC00079,TXN100384,Wallet,Lucknow,Uttar Pradesh,Open,20,LOW
CMP-1385,2025-05-29T13:00:00,OTP Fraud,9415.61,ACC00448,ACC00038,TXN100385,IMPS,Delhi,Delhi,Under Investigation,58,MEDIUM
CMP-1386,2025-08-17T16:00:00,Romance Scam,19695.14,ACC00275,ACC00072,TXN100386,IMPS,Bengaluru,Karnataka,Closed,77,HIGH
CMP-1387,2025-06-07T06:00:00,OTP Fraud,2924.72,ACC00466,ACC00010,TXN100387,NEFT,Jaipur,Rajasthan,Under Investigation,30,LOW
CMP-1388,2025-08-22T17:00:00,OTP Fraud,5797.3,ACC00102,ACC00026,TXN100388,Wallet,Lucknow,Uttar Pradesh,Escalated,42,MEDIUM
CMP-1389,2025-05-04T01:00:00,Credit Card Fraud,12506.38,ACC00350,ACC00099,TXN100389,Card,Mumbai,Maharashtra,Open,96,CRITICAL
CMP-1390,2025-09-15T05:00:00,UPI Fraud,50974.42,ACC00306,ACC00061,TXN100390,Wallet,Patna,Bihar,Under Investigation,80,HIGH
CMP-1391,2025-06-17T13:00:00,Online Shopping Fraud,2349.79,ACC00474,ACC00001,TXN100391,IMPS,Bengaluru,Karnataka,Closed,42,MEDIUM
CMP-1392,2025-07-08T14:00:00,SIM Swap Fraud,1406.9,ACC00446,ACC00093,TXN100392,NEFT,Lucknow,Uttar Pradesh,Open,23,LOW
CMP-1393,2025-09-13T12:00:00,Phishing,16901.38,ACC00152,ACC00075,TXN100393,UPI,Mumbai,Maharashtra,Open,81,HIGH
CMP-1394,2025-09-04T08:00:00,SIM Swap Fraud,6844.15,ACC00248,ACC00066,TXN100394,Card,Kanpur,Uttar Pradesh,Under Investigation,55,MEDIUM
CMP-1395,2025-01-16T16:00:00,Fake Investment App,8059.2,ACC00275,ACC00350,TXN100395,IMPS,Mumbai,Maharashtra,Under Investigation,37,LOW
CMP-1396,2025-05-10T05:00:00,Fake Investment App,4399.24,ACC00109,ACC00093,TXN100396,RTGS,Patna,Bihar,Closed,28,LOW
CMP-1397,2025-03-20T18:00:00,UPI Fraud,8112.66,ACC00401,ACC00015,TXN100397,Card,Lucknow,Uttar Pradesh,Under Investigation,33,LOW
CMP-1398,2025-09-08T14:00:00,UPI Fraud,1166.39,ACC00494,ACC00006,TXN100398,RTGS,Kanpur,Uttar Pradesh,Under Investigation,37,LOW
CMP-1399,2025-04-30T13:00:00,Job Fraud,4612.99,ACC00434,ACC00006,TXN100399,Card,Delhi,Delhi,Under Investigation,48,MEDIUM
CMP-1400,2025-08-22T16:00:00,Fake Investment App,360.24,ACC00163,ACC00060,TXN100400,RTGS,Patna,Bihar,Escalated,42,MEDIUM
CMP-1401,2025-06-21T02:00:00,Loan App Harassment,4758.19,ACC00254,ACC00012,TXN100401,Wallet,Lucknow,Uttar Pradesh,Under Investigation,62,MEDIUM
CMP-1402,2025-04-16T22:00:00,Credit Card Fraud,933.87,ACC00314,ACC00013,TXN100402,UPI,Mumbai,Maharashtra,Under Investigation,36,LOW
CMP-1403,2025-04-30T22:00:00,Fake Investment App,2817.99,ACC00158,ACC00063,TXN100403,NEFT,Kanpur,Uttar Pradesh,Open,28,LOW
CMP-1404,2025-01-04T00:00:00,Online Shopping Fraud,8854.27,ACC00283,ACC00037,TXN100404,Card,Bengaluru,Karnataka,Open,44,MEDIUM
CMP-1405,2025-04-03T16:00:00,UPI Fraud,8765.47,ACC00452,ACC00269,TXN100405,RTGS,Bengaluru,Karnataka,Open,33,LOW
CMP-1406,2025-09-09T09:00:00,Phishing,7695.74,ACC00156,ACC00085,TXN100406,Wallet,Delhi,Delhi,Under Investigation,41,MEDIUM
CMP-1407,2025-03-22T05:00:00,Romance Scam,25196.37,ACC00470,ACC00032,TXN100407,NEFT,Delhi,Delhi,Under Investigation,72,HIGH
CMP-1408,2025-09-07T18:00:00,Loan App Harassment,6881.66,ACC00337,ACC00022,TXN100408,NEFT,Kanpur,Uttar Pradesh,Closed,47,MEDIUM
CMP-1409,2025-08-06T18:00:00,UPI Fraud,13148.14,ACC00318,ACC00012,TXN100409,UPI,Jaipur,Rajasthan,Closed,49,MEDIUM
CMP-1410,2025-07-29T01:00:00,Romance Scam,2867.1,ACC00439,ACC00042,TXN100410,Wallet,Mumbai,Maharashtra,Under Investigation,40,MEDIUM
CMP-1411,2025-05-14T19:00:00,Job Fraud,1940.72,ACC00475,ACC00043,TXN100411,Card,Kanpur,Uttar Pradesh,Open,25,LOW
CMP-1412,2025-04-15T21:00:00,Job Fraud,4876.0,ACC00239,ACC00088,TXN100412,RTGS,Hyderabad,Telangana,Closed,42,MEDIUM
CMP-1413,2025-05-14T11:00:00,OTP Fraud,2199.13,ACC00157,ACC00092,TXN100413,UPI,Mumbai,Maharashtra,Open,37,LOW
CMP-1414,2025-01-09T01:00:00,OTP Fraud,753.58,ACC00402,ACC00072,TXN100414,Wallet,Patna,Bihar,Under Investigation,29,LOW
CMP-1415,2025-06-11T23:00:00,OTP Fraud,19325.04,ACC00498,ACC00003,TXN100415,Card,Patna,Bihar,Closed,52,MEDIUM
CMP-1416,2025-04-19T20:00:00,Loan App Harassment,8399.11,ACC00157,ACC00325,TXN100416,RTGS,Hyderabad,Telangana,Open,42,MEDIUM
CMP-1417,2025-03-01T22:00:00,Credit Card Fraud,7986.95,ACC00106,ACC00086,TXN100417,RTGS,Jaipur,Rajasthan,Under Investigation,24,LOW
CMP-1418,2025-02-28T10:00:00,Credit Card Fraud,8442.01,ACC00442,ACC00365,TXN100418,UPI,Bengaluru,Karnataka,Under Investigation,55,MEDIUM
CMP-1419,2025-04-22T07:00:00,Job Fraud,4024.06,ACC00438,ACC00061,TXN100419,IMPS,Patna,Bihar,Open,37,LOW
CMP-1420,2025-04-22T21:00:00,Romance Scam,3471.86,ACC00105,ACC00020,TXN100420,Card,Lucknow,Uttar Pradesh,Under Investigation,48,MEDIUM
CMP-1421,2025-07-18T19:00:00,Loan App Harassment,5562.3,ACC00138,ACC00041,TXN100421,UPI,Mumbai,Maharashtra,Open,46,MEDIUM
CMP-1422,2025-02-23T06:00:00,Phishing,11166.92,ACC00381,ACC00051,TXN100422,Card,Bengaluru,Karnataka,Escalated,55,MEDIUM
CMP-1423,2025-01-09T15:00:00,Phishing,1046.98,ACC00393,ACC00063,TXN100423,Card,Hyderabad,Telangana,Under Investigation,23,LOW
CMP-1424,2025-08-17T11:00:00,UPI Fraud,2396.46,ACC00152,ACC00004,TXN100424,UPI,Lucknow,Uttar Pradesh,Under Investigation,49,MEDIUM
CMP-1425,2025-08-03T12:00:00,SIM Swap Fraud,2527.69,ACC00360,ACC00083,TXN100425,NEFT,Kanpur,Uttar Pradesh,Under Investigation,34,LOW
CMP-1426,2025-03-17T22:00:00,Credit Card Fraud,14021.21,ACC00214,ACC00042,TXN100426,Wallet,Lucknow,Uttar Pradesh,Under Investigation,48,MEDIUM
CMP-1427,2025-05-19T14:00:00,Phishing,4060.72,ACC00466,ACC00091,TXN100427,RTGS,Hyderabad,Telangana,Under Investigation,28,LOW
CMP-1428,2025-07-08T04:00:00,Loan App Harassment,14683.5,ACC00101,ACC00081,TXN100428,Wallet,Bengaluru,Karnataka,Closed,73,HIGH
CMP-1429,2025-01-14T04:00:00,Job Fraud,16608.82,ACC00459,ACC00021,TXN100429,UPI,Jaipur,Rajasthan,Under Investigation,64,MEDIUM
CMP-1430,2025-06-16T09:00:00,Job Fraud,9416.51,ACC00412,ACC00015,TXN100430,IMPS,Kanpur,Uttar Pradesh,Closed,51,MEDIUM
CMP-1431,2025-08-21T19:00:00,UPI Fraud,1921.13,ACC00197,ACC00013,TXN100431,RTGS,Hyderabad,Telangana,Escalated,23,LOW
CMP-1432,2025-02-02T08:00:00,Online Shopping Fraud,10677.58,ACC00495,ACC00334,TXN100432,IMPS,Delhi,Delhi,Under Investigation,25,LOW
CMP-1433,2025-05-22T03:00:00,Job Fraud,1189.18,ACC00102,ACC00006,TXN100433,Wallet,Hyderabad,Telangana,Under Investigation,13,LOW
CMP-1434,2025-07-15T00:00:00,OTP Fraud,5690.67,ACC00360,ACC00022,TXN100434,RTGS,Hyderabad,Telangana,Under Investigation,14,LOW
CMP-1435,2025-03-11T15:00:00,SIM Swap Fraud,417.91,ACC00153,ACC00076,TXN100435,Wallet,Mumbai,Maharashtra,Under Investigation,31,LOW
CMP-1436,2025-09-04T15:00:00,Loan App Harassment,5938.53,ACC00314,ACC00454,TXN100436,Card,Patna,Bihar,Escalated,22,LOW
CMP-1437,2025-07-22T17:00:00,Credit Card Fraud,1304.61,ACC00250,ACC00017,TXN100437,RTGS,Jaipur,Rajasthan,Open,32,LOW
CMP-1438,2025-02-16T02:00:00,Online Shopping Fraud,3634.1,ACC00459,ACC00040,TXN100438,RTGS,Kanpur,Uttar Pradesh,Escalated,37,LOW
CMP-1439,2025-02-02T20:00:00,SIM Swap Fraud,3922.89,ACC00202,ACC00091,TXN100439,RTGS,Bengaluru,Karnataka,Open,34,LOW
CMP-1440,2025-01-14T03:00:00,SIM Swap Fraud,9956.66,ACC00463,ACC00022,TXN100440,RTGS,Mumbai,Maharashtra,Under Investigation,21,LOW
CMP-1441,2025-02-10T02:00:00,Job Fraud,11060.22,ACC00489,ACC00061,TXN100441,RTGS,Delhi,Delhi,Under Investigation,88,CRITICAL
CMP-1442,2025-04-24T13:00:00,Job Fraud,4019.08,ACC00316,ACC00066,TXN100442,IMPS,Kanpur,Uttar Pradesh,Open,11,LOW
CMP-1443,2025-05-12T09:00:00,OTP Fraud,3168.24,ACC00443,ACC00034,TXN100443,NEFT,Lucknow,Uttar Pradesh,Escalated,38,LOW
CMP-1444,2025-07-27T14:00:00,Fake Investment App,5215.09,ACC00174,ACC00088,TXN100444,Wallet,Kanpur,Uttar Pradesh,Escalated,70,HIGH
CMP-1445,2025-07-03T12:00:00,Online Shopping Fraud,377.62,ACC00283,ACC00013,TXN100445,IMPS,Lucknow,Uttar Pradesh,Under Investigation,51,MEDIUM
CMP-1446,2025-03-22T11:00:00,UPI Fraud,7805.62,ACC00221,ACC00089,TXN100446,Card,Patna,Bihar,Open,31,LOW
CMP-1447,2025-07-30T16:00:00,Online Shopping Fraud,955.21,ACC00313,ACC00450,TXN100447,UPI,Patna,Bihar,Open,47,MEDIUM
CMP-1448,2025-08-01T12:00:00,Romance Scam,3921.92,ACC00480,ACC00079,TXN100448,IMPS,Lucknow,Uttar Pradesh,Closed,29,LOW
CMP-1449,2025-09-01T20:00:00,Fake Investment App,5063.23,ACC00486,ACC00094,TXN100449,NEFT,Jaipur,Rajasthan,Under Investigation,36,LOW
CMP-1450,2025-03-06T03:00:00,OTP Fraud,1274.66,ACC00190,ACC00138,TXN100450,RTGS,Hyderabad,Telangana,Open,29,LOW
CMP-1451,2025-04-18T22:00:00,OTP Fraud,14912.75,ACC00293,ACC00035,TXN100451,IMPS,Delhi,Delhi,Under Investigation,72,HIGH
CMP-1452,2025-06-07T05:00:00,UPI Fraud,2342.59,ACC00102,ACC00090,TXN100452,IMPS,Kanpur,Uttar Pradesh,Closed,32,LOW
CMP-1453,2025-03-28T16:00:00,Loan App Harassment,5891.22,ACC00405,ACC00080,TXN100453,Card,Jaipur,Rajasthan,Under Investigation,34,LOW
CMP-1454,2025-07-24T17:00:00,OTP Fraud,6569.7,ACC00137,ACC00040,TXN100454,Wallet,Jaipur,Rajasthan,Under Investigation,30,LOW
CMP-1455,2025-07-24T14:00:00,Phishing,4769.43,ACC00358,ACC00069,TXN100455,NEFT,Delhi,Delhi,Under Investigation,31,LOW
CMP-1456,2025-09-12T02:00:00,Fake Investment App,7532.54,ACC00209,ACC00042,TXN100456,Wallet,Bengaluru,Karnataka,Under Investigation,35,LOW
CMP-1457,2025-05-25T04:00:00,SIM Swap Fraud,1117.18,ACC00387,ACC00083,TXN100457,Card,Hyderabad,Telangana,Open,39,LOW
CMP-1458,2025-05-16T01:00:00,UPI Fraud,7552.65,ACC00428,ACC00079,TXN100458,RTGS,Bengaluru,Karnataka,Open,64,MEDIUM
CMP-1459,2025-07-12T15:00:00,Online Shopping Fraud,38519.6,ACC00295,ACC00158,TXN100459,RTGS,Jaipur,Rajasthan,Under Investigation,40,MEDIUM
CMP-1460,2025-02-07T14:00:00,Online Shopping Fraud,4323.01,ACC00112,ACC00494,TXN100460,Card,Kanpur,Uttar Pradesh,Under Investigation,26,LOW
CMP-1461,2025-06-30T10:00:00,Online Shopping Fraud,5575.2,ACC00122,ACC00083,TXN100461,UPI,Hyderabad,Telangana,Open,24,LOW
CMP-1462,2025-06-16T16:00:00,UPI Fraud,14889.61,ACC00185,ACC00495,TXN100462,RTGS,Delhi,Delhi,Under Investigation,10,LOW
CMP-1463,2025-04-28T16:00:00,Job Fraud,11565.14,ACC00207,ACC00099,TXN100463,UPI,Delhi,Delhi,Open,99,CRITICAL
CMP-1464,2025-03-06T00:00:00,Phishing,52620.76,ACC00375,ACC00094,TXN100464,RTGS,Bengaluru,Karnataka,Escalated,63,MEDIUM
CMP-1465,2025-02-25T22:00:00,Phishing,1003.28,ACC00112,ACC00042,TXN100465,UPI,Mumbai,Maharashtra,Open,52,MEDIUM
CMP-1466,2025-01-14T15:00:00,Loan App Harassment,9733.61,ACC00228,ACC00073,TXN100466,Card,Mumbai,Maharashtra,Escalated,33,LOW
CMP-1467,2025-05-21T22:00:00,Job Fraud,10879.4,ACC00330,ACC00055,TXN100467,RTGS,Patna,Bihar,Open,64,MEDIUM
CMP-1468,2025-06-10T17:00:00,Credit Card Fraud,10005.87,ACC00373,ACC00092,TXN100468,UPI,Delhi,Delhi,Under Investigation,61,MEDIUM
CMP-1469,2025-05-10T17:00:00,Loan App Harassment,10947.36,ACC00283,ACC00154,TXN100469,Wallet,Delhi,Delhi,Open,31,LOW
CMP-1470,2025-01-22T19:00:00,UPI Fraud,6548.41,ACC00244,ACC00056,TXN100470,Card,Delhi,Delhi,Under Investigation,38,LOW
CMP-1471,2025-05-14T10:00:00,Online Shopping Fraud,42696.64,ACC00373,ACC00095,TXN100471,NEFT,Mumbai,Maharashtra,Under Investigation,81,HIGH
CMP-1472,2025-07-02T04:00:00,UPI Fraud,15763.12,ACC00252,ACC00093,TXN100472,Wallet,Mumbai,Maharashtra,Under Investigation,81,HIGH
CMP-1473,2025-01-14T21:00:00,Online Shopping Fraud,4529.92,ACC00163,ACC00073,TXN100473,Wallet,Mumbai,Maharashtra,Under Investigation,32,LOW
CMP-1474,2025-01-05T01:00:00,SIM Swap Fraud,3748.31,ACC00256,ACC00094,TXN100474,IMPS,Delhi,Delhi,Closed,43,MEDIUM
CMP-1475,2025-04-21T05:00:00,Fake Investment App,28429.16,ACC00430,ACC00172,TXN100475,Wallet,Patna,Bihar,Open,54,MEDIUM
CMP-1476,2025-04-07T07:00:00,UPI Fraud,3649.4,ACC00199,ACC00085,TXN100476,Wallet,Kanpur,Uttar Pradesh,Escalated,45,MEDIUM
CMP-1477,2025-05-09T06:00:00,Loan App Harassment,2917.27,ACC00430,ACC00037,TXN100477,UPI,Hyderabad,Telangana,Under Investigation,50,MEDIUM
CMP-1478,2025-05-14T06:00:00,Fake Investment App,3187.62,ACC00471,ACC00042,TXN100478,UPI,Bengaluru,Karnataka,Under Investigation,52,MEDIUM
CMP-1479,2025-02-23T19:00:00,Romance Scam,12565.69,ACC00417,ACC00024,TXN100479,NEFT,Kanpur,Uttar Pradesh,Open,70,HIGH
CMP-1480,2025-08-26T20:00:00,SIM Swap Fraud,14753.9,ACC00455,ACC00072,TXN100480,Card,Kanpur,Uttar Pradesh,Under Investigation,72,HIGH
CMP-1481,2025-06-15T20:00:00,Job Fraud,177467.04,ACC00102,ACC00028,TXN100481,NEFT,Mumbai,Maharashtra,Escalated,74,HIGH
CMP-1482,2025-02-07T18:00:00,Romance Scam,4929.31,ACC00168,ACC00042,TXN100482,Card,Jaipur,Rajasthan,Closed,5,LOW
CMP-1483,2025-07-24T14:00:00,Credit Card Fraud,7602.96,ACC00496,ACC00070,TXN100483,UPI,Jaipur,Rajasthan,Open,19,LOW
CMP-1484,2025-04-16T11:00:00,Phishing,14426.42,ACC00171,ACC00200,TXN100484,RTGS,Kanpur,Uttar Pradesh,Open,22,LOW
CMP-1485,2025-01-03T09:00:00,Credit Card Fraud,25247.94,ACC00109,ACC00080,TXN100485,Wallet,Delhi,Delhi,Open,76,HIGH
CMP-1486,2025-09-03T17:00:00,Online Shopping Fraud,11965.49,ACC00493,ACC00004,TXN100486,Wallet,Patna,Bihar,Under Investigation,81,HIGH
CMP-1487,2025-04-27T19:00:00,Credit Card Fraud,38429.35,ACC00434,ACC00046,TXN100487,RTGS,Hyderabad,Telangana,Under Investigation,51,MEDIUM
CMP-1488,2025-03-08T17:00:00,SIM Swap Fraud,2858.28,ACC00168,ACC00065,TXN100488,Wallet,Kanpur,Uttar Pradesh,Open,41,MEDIUM
CMP-1489,2025-07-30T18:00:00,Online Shopping Fraud,1069.8,ACC00439,ACC00078,TXN100489,IMPS,Lucknow,Uttar Pradesh,Under Investigation,52,MEDIUM
CMP-1490,2025-03-12T05:00:00,OTP Fraud,9913.83,ACC00181,ACC00072,TXN100490,RTGS,Hyderabad,Telangana,Under Investigation,31,LOW
CMP-1491,2025-01-21T19:00:00,Phishing,6898.69,ACC00283,ACC00097,TXN100491,NEFT,Hyderabad,Telangana,Under Investigation,9,LOW
CMP-1492,2025-07-26T21:00:00,SIM Swap Fraud,2804.99,ACC00219,ACC00026,TXN100492,Card,Jaipur,Rajasthan,Under Investigation,10,LOW
CMP-1493,2025-04-18T00:00:00,SIM Swap Fraud,3281.47,ACC00332,ACC00120,TXN100493,UPI,Hyderabad,Telangana,Closed,12,LOW
CMP-1494,2025-04-17T17:00:00,Job Fraud,3849.02,ACC00479,ACC00069,TXN100494,RTGS,Kanpur,Uttar Pradesh,Under Investigation,6,LOW
CMP-1495,2025-04-22T17:00:00,Job Fraud,5476.98,ACC00287,ACC00009,TXN100495,IMPS,Patna,Bihar,Under Investigation,48,MEDIUM
CMP-1496,2025-07-25T07:00:00,Romance Scam,509.05,ACC00280,ACC00044,TXN100496,Wallet,Patna,Bihar,Under Investigation,41,MEDIUM
CMP-1497,2025-04-18T17:00:00,Phishing,16827.5,ACC00356,ACC00325,TXN100497,Wallet,Lucknow,Uttar Pradesh,Open,57,MEDIUM
CMP-1498,2025-01-31T05:00:00,Phishing,1829.64,ACC00208,ACC00020,TXN100498,RTGS,Kanpur,Uttar Pradesh,Under Investigation,28,LOW
CMP-1499,2025-03-05T06:00:00,Romance Scam,18374.49,ACC00312,ACC00092,TXN100499,Card,Bengaluru,Karnataka,Open,65,HIGH
CMP-1500,2025-05-29T23:00:00,UPI Fraud,25537.52,ACC00402,ACC00052,TXN100500,IMPS,Bengaluru,Karnataka,Open,68,HIGH
CMP-1501,2025-08-15T16:00:00,OTP Fraud,25304.17,ACC00168,ACC00005,TXN100501,UPI,Mumbai,Maharashtra,Closed,68,HIGH
CMP-1502,2025-02-22T07:00:00,Credit Card Fraud,57522.39,ACC00232,ACC00364,TXN100502,Wallet,Mumbai,Maharashtra,Closed,51,MEDIUM
CMP-1503,2025-01-06T22:00:00,Fake Investment App,4691.83,ACC00468,ACC00036,TXN100503,Card,Lucknow,Uttar Pradesh,Closed,58,MEDIUM
CMP-1504,2025-08-31T10:00:00,Credit Card Fraud,4970.07,ACC00346,ACC00052,TXN100504,IMPS,Hyderabad,Telangana,Under Investigation,39,LOW
CMP-1505,2025-01-30T18:00:00,Credit Card Fraud,16346.16,ACC00185,ACC00043,TXN100505,Wallet,Kanpur,Uttar Pradesh,Closed,83,HIGH
CMP-1506,2025-09-05T18:00:00,Fake Investment App,15221.5,ACC00217,ACC00016,TXN100506,Wallet,Delhi,Delhi,Open,78,HIGH
CMP-1507,2025-06-25T09:00:00,Credit Card Fraud,3681.91,ACC00176,ACC00022,TXN100507,Wallet,Patna,Bihar,Under Investigation,39,LOW
CMP-1508,2025-07-05T21:00:00,OTP Fraud,13453.02,ACC00372,ACC00015,TXN100508,Wallet,Lucknow,Uttar Pradesh,Open,87,CRITICAL
CMP-1509,2025-07-15T11:00:00,SIM Swap Fraud,3664.35,ACC00496,ACC00055,TXN100509,UPI,Lucknow,Uttar Pradesh,Under Investigation,39,LOW
CMP-1510,2025-02-03T06:00:00,Job Fraud,15500.23,ACC00217,ACC00346,TXN100510,NEFT,Patna,Bihar,Escalated,72,HIGH
CMP-1511,2025-08-02T09:00:00,Phishing,3434.06,ACC00317,ACC00061,TXN100511,NEFT,Delhi,Delhi,Escalated,34,LOW
CMP-1512,2025-04-17T15:00:00,UPI Fraud,1127.8,ACC00231,ACC00090,TXN100512,Wallet,Patna,Bihar,Escalated,33,LOW
CMP-1513,2025-07-13T20:00:00,SIM Swap Fraud,7308.16,ACC00366,ACC00083,TXN100513,Card,Delhi,Delhi,Open,35,LOW
CMP-1514,2025-04-28T12:00:00,Loan App Harassment,2151.92,ACC00154,ACC00083,TXN100514,Wallet,Jaipur,Rajasthan,Under Investigation,33,LOW
CMP-1515,2025-07-09T14:00:00,Job Fraud,1856.39,ACC00389,ACC00035,TXN100515,IMPS,Patna,Bihar,Closed,52,MEDIUM
